# CoCo3 OS-9 PER-FILE INVENTORY -- harness/tools/game_manifest.py --os9
# ★ sha256 is of the FILE CONTENT read out of the image. Content only: no AGI
# resource is decoded, and no game byte is stored here -- only its digest.
#
image	file	kind	size	actual	sha256	short
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	logDir	agi	198	198	31d01dcc1ffd6949bba6955ba1831271848c62555fcb46d0fd76cff0c766b1ac	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	object	agi	311	311	637007f32bf6fcb88264dadfe9afe95993b49715ca1dee90ac9591f18b3f6cf6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	OS9Boot	host	21958	21958	0418ed8d0c3b881ca7126a68624029e42c5df0bfa2538354bbac37d9d1c67a29	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	picDir	agi	138	138	f5da81014846526b73b632268332ec31ed4b260bebf38a0d721bca47efbddb2e	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	sndDir	agi	102	102	39e252af2f7fb3518f34568f5e343121bf5ef5133008f882edd433d1b1bf7e97	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	toc	host	21	21	c4a4fe9fde00ec538b477322c9141884385b994d2709c19e8aed5de5bc7e9bc7	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	toc.txt	host	42	42	02019a3ebfc61bc05c9110f493eb47c13b90e433f0c14d582776a21b28d2dbf0	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	viewDir	agi	576	576	928a58819ef452a02f433f512ebb0b3894033f61899a0d761cc9087a9ec8fd7e	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	vol.0	agi	23986	23986	106fa8eba5bbb5c7b6d2a6df3ca1769959f9ea014afb330ebb70b57e9fec317a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	vol.1	agi	26717	26717	857144154b4cea88e392ccc9a37baa2029cfc8b1c58b9f1703667634c2af179c	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	vol.2	agi	114649	114649	cb497971dd70bf724cc828f8f88c95c60b05b2c49d6ef3b1596f45e046320797	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	vol.3	agi	108446	108446	b5e648d2c12996915b7f8f49487f46c64b4be99d76c5b55d58d946c038eeb0eb	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	vol.4	agi	14719	14719	e67233c0caa07db3b5e077a37c20ade8f3b1bfb78d14c341d4b9ee3e1b307c01	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/lsl-drivepak.par	words.tok	agi	6612	6612	b606c73de586f7c7fd9382dd1f3e9ebe215ff61f3ffdc80ab24b39a52acd792f	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/dw	host	730	730	010fb42a1eba3371ab15c4c5851b6939e6682bb228a9931e5b09c59091c9a31d	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	logDir	agi	198	198	31d01dcc1ffd6949bba6955ba1831271848c62555fcb46d0fd76cff0c766b1ac	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	object	agi	311	311	637007f32bf6fcb88264dadfe9afe95993b49715ca1dee90ac9591f18b3f6cf6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	OS9Boot	host	24902	24902	d19c116566b2b6676844232d17efd429f52f68eed5de5385905be402a3463569	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	picDir	agi	138	138	f5da81014846526b73b632268332ec31ed4b260bebf38a0d721bca47efbddb2e	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	sndDir	agi	102	102	39e252af2f7fb3518f34568f5e343121bf5ef5133008f882edd433d1b1bf7e97	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	toc	host	21	21	c4a4fe9fde00ec538b477322c9141884385b994d2709c19e8aed5de5bc7e9bc7	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	toc.txt	host	42	42	02019a3ebfc61bc05c9110f493eb47c13b90e433f0c14d582776a21b28d2dbf0	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	viewDir	agi	576	576	928a58819ef452a02f433f512ebb0b3894033f61899a0d761cc9087a9ec8fd7e	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	vol.0	agi	23986	23986	106fa8eba5bbb5c7b6d2a6df3ca1769959f9ea014afb330ebb70b57e9fec317a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	vol.1	agi	26717	26717	857144154b4cea88e392ccc9a37baa2029cfc8b1c58b9f1703667634c2af179c	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	vol.2	agi	114649	114649	cb497971dd70bf724cc828f8f88c95c60b05b2c49d6ef3b1596f45e046320797	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	vol.3	agi	108446	108446	b5e648d2c12996915b7f8f49487f46c64b4be99d76c5b55d58d946c038eeb0eb	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	vol.4	agi	14719	14719	e67233c0caa07db3b5e077a37c20ade8f3b1bfb78d14c341d4b9ee3e1b307c01	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-becker.dsk	words.tok	agi	6612	6612	b606c73de586f7c7fd9382dd1f3e9ebe215ff61f3ffdc80ab24b39a52acd792f	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/dw	host	730	730	010fb42a1eba3371ab15c4c5851b6939e6682bb228a9931e5b09c59091c9a31d	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	logDir	agi	198	198	31d01dcc1ffd6949bba6955ba1831271848c62555fcb46d0fd76cff0c766b1ac	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	object	agi	311	311	637007f32bf6fcb88264dadfe9afe95993b49715ca1dee90ac9591f18b3f6cf6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	OS9Boot	host	24498	24498	0d569e1435e1bade70e4720ac5cd42ed05d76fea658d56da1804659a5115f92b	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	picDir	agi	138	138	f5da81014846526b73b632268332ec31ed4b260bebf38a0d721bca47efbddb2e	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	sndDir	agi	102	102	39e252af2f7fb3518f34568f5e343121bf5ef5133008f882edd433d1b1bf7e97	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	toc	host	21	21	c4a4fe9fde00ec538b477322c9141884385b994d2709c19e8aed5de5bc7e9bc7	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	toc.txt	host	42	42	02019a3ebfc61bc05c9110f493eb47c13b90e433f0c14d582776a21b28d2dbf0	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	viewDir	agi	576	576	928a58819ef452a02f433f512ebb0b3894033f61899a0d761cc9087a9ec8fd7e	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	vol.0	agi	23986	23986	106fa8eba5bbb5c7b6d2a6df3ca1769959f9ea014afb330ebb70b57e9fec317a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	vol.1	agi	26717	26717	857144154b4cea88e392ccc9a37baa2029cfc8b1c58b9f1703667634c2af179c	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	vol.2	agi	114649	114649	cb497971dd70bf724cc828f8f88c95c60b05b2c49d6ef3b1596f45e046320797	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	vol.3	agi	108446	108446	b5e648d2c12996915b7f8f49487f46c64b4be99d76c5b55d58d946c038eeb0eb	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	vol.4	agi	14719	14719	e67233c0caa07db3b5e077a37c20ade8f3b1bfb78d14c341d4b9ee3e1b307c01	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/lsl-dw.dsk	words.tok	agi	6612	6612	b606c73de586f7c7fd9382dd1f3e9ebe215ff61f3ffdc80ab24b39a52acd792f	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	logDir	agi	198	198	31d01dcc1ffd6949bba6955ba1831271848c62555fcb46d0fd76cff0c766b1ac	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	object	agi	311	311	637007f32bf6fcb88264dadfe9afe95993b49715ca1dee90ac9591f18b3f6cf6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	OS9Boot	host	22704	22704	8bc559aaf1394e303447d59a303d0d52c8bfaa797797146c1e689766cd4092b0	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	picDir	agi	138	138	f5da81014846526b73b632268332ec31ed4b260bebf38a0d721bca47efbddb2e	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	sndDir	agi	102	102	39e252af2f7fb3518f34568f5e343121bf5ef5133008f882edd433d1b1bf7e97	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	toc	host	21	21	f428008e05c1c43b0750fd3a766884df5f2bc19539d57ee7eb1d329d60597428	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	toc.txt	host	42	42	25aca1297c7810ba4a5e4a5fff14dd6484cefffcc2e93b94730951a5342ca52b	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	viewDir	agi	576	576	928a58819ef452a02f433f512ebb0b3894033f61899a0d761cc9087a9ec8fd7e	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	vol.0	agi	23986	23986	106fa8eba5bbb5c7b6d2a6df3ca1769959f9ea014afb330ebb70b57e9fec317a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	vol.1	agi	26717	26717	857144154b4cea88e392ccc9a37baa2029cfc8b1c58b9f1703667634c2af179c	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	vol.2	agi	114649	114649	cb497971dd70bf724cc828f8f88c95c60b05b2c49d6ef3b1596f45e046320797	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	vol.4	agi	14719	14719	e67233c0caa07db3b5e077a37c20ade8f3b1bfb78d14c341d4b9ee3e1b307c01	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-1.dsk	words.tok	agi	6612	6612	b606c73de586f7c7fd9382dd1f3e9ebe215ff61f3ffdc80ab24b39a52acd792f	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-2.dsk	object	agi	311	311	637007f32bf6fcb88264dadfe9afe95993b49715ca1dee90ac9591f18b3f6cf6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-2.dsk	vol.0	agi	23986	23986	106fa8eba5bbb5c7b6d2a6df3ca1769959f9ea014afb330ebb70b57e9fec317a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-2.dsk	vol.3	agi	108446	108446	b5e648d2c12996915b7f8f49487f46c64b4be99d76c5b55d58d946c038eeb0eb	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/lsl-2.dsk	vol.4	agi	14719	14719	e67233c0caa07db3b5e077a37c20ade8f3b1bfb78d14c341d4b9ee3e1b307c01	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	CMDS/Backup	host	1202	1202	12edb3869014180f201813779589a88cf94881fbd17cb2febfae27e947ffa7eb	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	CMDS/Format	host	3134	3134	b4c638cb2e6de8642cbfe923f7a182092c27a70f7c64d924f0323e64a5d6c139	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	CMDS/MnLn	interpreter	25413	25413	207989968af82f4703cd4b220c002cd16743f9a493a4cecf0a227269c66dcb31	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	CMDS/Shell	host	4005	4005	048759dfc4531618c7fe5bf7e5de6088b93a55fc56c4cfe81b13d3d89495efc9	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	CMDS/Sierra	interpreter	1371	1371	63976c176410c52d2e33e0ab48478c6c040fed3cf970e359bfc6d45825f75f87	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	logDir	agi	198	198	31d01dcc1ffd6949bba6955ba1831271848c62555fcb46d0fd76cff0c766b1ac	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	MODULES/AGIVIRQDr	host	222	222	dabefca6e6511aa8c7bae8a73158eccdd368e5849f2da079464e039de4017645	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	MODULES/Clock.50Hz	host	503	503	861de79a64db1a34d1a466cd198d0aede17f1b6fab3d7ea6a5ecdb2fa854d376	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	MODULES/Clock.60Hz	host	494	494	41d82b604dcee9409e4183a91ba1529238b4b3f7036c37cd7d34b2c3c34a1474	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	MODULES/VI	host	58	58	a647fd647d68c475e46e66a17b4e89a0ab19e21bb5555258ddc6ab8f67c39349	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	object	agi	311	311	637007f32bf6fcb88264dadfe9afe95993b49715ca1dee90ac9591f18b3f6cf6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	OS9Boot	host	20955	20955	8bde4ca790d580ecef24eff94194289c2a2489c08b4b1cd5db723915c32dc1a5	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	picDir	agi	138	138	f5da81014846526b73b632268332ec31ed4b260bebf38a0d721bca47efbddb2e	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	sndDir	agi	102	102	39e252af2f7fb3518f34568f5e343121bf5ef5133008f882edd433d1b1bf7e97	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	Startup	host	197	197	31162272c45e512f8b1435c837f2b0a8bb13b7e55dcb7274434c47f08dc69224	0
